"protein"	"m_diff"	"pval"	"adjpval"	"drug"
"APPL2"	0.472215358486377	0.00376549955405701	0.224046585310493	"Dabrafenib"
"SERPINI1"	0.836951721666806	0.00380365753575988	0.224124926680628	"Dabrafenib"
"RNF19B"	0.573239579136777	0.00397686068313149	0.23107293694785	"Dabrafenib"
"CLTA"	0.312445055563414	0.00408075989107539	0.234013851525564	"Dabrafenib"
"SLC15A4"	0.650309492012384	0.00413689891370963	0.234120431743669	"Dabrafenib"
"SNX5"	0.365046207249019	0.00422662879641053	0.235393689987353	"Dabrafenib"
"CCHCR1"	0.331379727739956	0.00426713073692497	0.235393689987353	"Dabrafenib"
"SAPCD2"	0.769665166933336	0.00433526637976199	0.236012844163455	"Dabrafenib"
"FAM126A"	0.464703662792084	0.0044957362648002	0.240867090645764	"Dabrafenib"
"ZNF207"	0.190099769023056	0.00453522015688076	0.241645214422737	"Dabrafenib"
"SLC12A2"	0.423654174892887	0.00477028480860281	0.246211114887446	"Dabrafenib"
"PTK2"	1.19801144346916	0.00477772879745612	0.246211114887446	"Dabrafenib"
"RFWD3"	0.231909251045824	0.00485066363526602	0.246211114887446	"Dabrafenib"
"HLA-G"	0.910986410887886	0.00487070773814407	0.246211114887446	"Dabrafenib"
"CLTC"	0.251920052914179	0.00489234878664942	0.246211114887446	"Dabrafenib"
"GPI"	0.32240258284395	0.00492361480901454	0.246211114887446	"Dabrafenib"
"EFNB2"	2.11159741561989	0.00498960330659395	0.246211114887446	"Dabrafenib"
"MRPS18A"	0.262039206196775	0.0050539203110477	0.246951803686658	"Dabrafenib"
"DUS1L"	0.148289694958742	0.00523855975428602	0.254731325527588	"Dabrafenib"
"NT5DC2"	0.761955441386978	0.00560877461054519	0.268818637673833	"Dabrafenib"
"RPL36AL"	0.240706816084316	0.0056519566941515	0.269315799796754	"Dabrafenib"
"ZWILCH"	0.17010344106412	0.00567291941270991	0.269315799796754	"Dabrafenib"
"MVP"	0.708537147911579	0.00603021594503021	0.280396370387527	"Dabrafenib"
"PAIP2"	0.265108856252741	0.00624206093125575	0.285510156841958	"Dabrafenib"
"TRPC1"	0.23500847020084	0.00642689586052968	0.291304144049438	"Dabrafenib"
"CHIC2"	0.191945594805372	0.00645696019610294	0.291348514794429	"Dabrafenib"
"SUN1"	0.364701284217955	0.00694156495423871	0.304457993855837	"Dabrafenib"
"FAM78A"	0.747185044468727	0.00730619546765584	0.308802362867125	"Dabrafenib"
"PTPN9"	0.390018524174383	0.00753020986991358	0.310321256471878	"Dabrafenib"
"APOBEC3B"	1.56269662916724	0.00778381319554517	0.312589182872761	"Dabrafenib"
"BTBD1"	0.269992578482917	0.0079086742430979	0.312589182872761	"Dabrafenib"
"MIOS"	0.208091664043929	0.00796663009680734	0.312589182872761	"Dabrafenib"
"ZSCAN18"	0.51555736993593	0.00805570169888365	0.312589182872761	"Dabrafenib"
"ZNF18"	0.419172664083387	0.00806153435322247	0.312589182872761	"Dabrafenib"
"SNX1"	0.191982618014592	0.0081840335120549	0.312743117572139	"Dabrafenib"
"CEMIP2"	1.00429221150203	0.00827653973825564	0.312743117572139	"Dabrafenib"
"TRAF5"	0.578878559440607	0.00834074106431874	0.312743117572139	"Dabrafenib"
"ANTKMT"	1.13901978942834	0.00851331668370103	0.315129682908855	"Dabrafenib"
"SLC12A4"	0.354568890861809	0.00891350096502484	0.323260047828574	"Dabrafenib"
"BLM"	0.385580842658299	0.00893910684321802	0.323260047828574	"Dabrafenib"
"IGFBP7"	1.4899371626851	0.00900823607335087	0.324222475316507	"Dabrafenib"
"QARS1"	0.21497244192597	0.00909518973384631	0.324222475316507	"Dabrafenib"
"ADAM8"	1.05312524865478	0.00915456013363265	0.325181662619143	"Dabrafenib"
"POM121"	0.220816308414475	0.00925860940201311	0.326561585844948	"Dabrafenib"
"SLC1A5"	0.416869723761082	0.00966271044501372	0.332306480782793	"Dabrafenib"
"RIC1"	0.353552993937122	0.00977582725165085	0.333076399931247	"Dabrafenib"
"ARPC1A"	0.314020129682856	0.00997888211766281	0.337076201008182	"Dabrafenib"
"TNFAIP8L1"	0.637405634867539	9.67879250306732e-07	0.00977558042809799	"Dactolisib"
"SHLD3"	0.370202678241097	3.03941590415155e-06	0.0153490503159653	"Dactolisib"
"FARP1"	1.48092450364391	4.37988540457026e-05	0.110592106465399	"Dactolisib"
"AK5"	1.48070939592732	7.41803589003806e-05	0.149844324978769	"Dactolisib"
"SLC7A3"	1.24190323005966	0.000133177750519705	0.165104954696762	"Dactolisib"
"POGLUT2"	1.21294207093661	0.000143075388702877	0.165104954696762	"Dactolisib"
"MARF1"	0.185399076981234	0.000485077195457403	0.298800228486885	"Dactolisib"
"FAR2"	0.706438567285115	0.000485796456402158	0.298800228486885	"Dactolisib"
"RHOF"	1.02420830786328	0.000638289618389159	0.306986911701452	"Dactolisib"
"S100A10"	1.32278247989239	0.000780674569505903	0.331760503559598	"Dactolisib"
"PLEKHA7"	0.896558294036643	0.000991137587815058	0.345189297825244	"Dactolisib"
"GOLM1"	1.06544871368821	0.00106900273492518	0.359897587424811	"Dactolisib"
"IPO5"	0.224242169491312	0.00122457833438285	0.374795187189902	"Dactolisib"
"ANKRD52"	0.38961493704772	0.00148129629142774	0.427459786954861	"Dactolisib"
"RAB11FIP5"	0.865436375766595	0.00159561444990121	0.447658498444505	"Dactolisib"
"MYNN"	0.164297421503647	0.00166347364513392	0.454083346374394	"Dactolisib"
"STOML1"	0.444516212907999	0.0019570362675899	0.458959381178009	"Dactolisib"
"CLNS1A"	0.237962722197902	0.00199189406619989	0.458959381178009	"Dactolisib"
"TBC1D30"	0.707844658501771	0.00199968585851442	0.458959381178009	"Dactolisib"
"LIMA1"	0.921600389383829	0.00201704945087066	0.458959381178009	"Dactolisib"
"KCTD6"	0.565587132120546	0.00204486853000103	0.458959381178009	"Dactolisib"
"NFRKB"	0.136811381874555	0.00233081705281268	0.500877707093788	"Dactolisib"
"CLTCL1"	0.260245738114469	0.00238855778327882	0.502592366898251	"Dactolisib"
"KIF1B"	0.484646646955343	0.00287828551906549	0.517908727316794	"Dactolisib"
"FERMT2"	0.861456868759592	0.00289720193622939	0.517908727316794	"Dactolisib"
"RNF4"	0.336271584989003	0.0031003851488504	0.517908727316794	"Dactolisib"
"CYFIP1"	0.713758163208819	0.00319335469024333	0.517908727316794	"Dactolisib"
"ADGRL3"	0.827333289948234	0.00322165621391744	0.517908727316794	"Dactolisib"
"ARHGAP32"	0.829368668485902	0.00323207185975355	0.517908727316794	"Dactolisib"
"CPXM1"	1.25169329466797	0.0032738466137032	0.517908727316794	"Dactolisib"
"PTPRF"	0.988279202595162	0.00340497252697511	0.517908727316794	"Dactolisib"
"JMJD4"	0.438539205932115	0.00351504226879237	0.517908727316794	"Dactolisib"
"ACVR1B"	0.514674187546773	0.00376849706356993	0.517908727316794	"Dactolisib"
"ARHGAP6"	1.42193740195515	0.00382200706801339	0.517908727316794	"Dactolisib"
"TBC1D1"	0.354391087475333	0.00383138469765901	0.517908727316794	"Dactolisib"
"SEMA3A"	0.791491199702663	0.00384021379228461	0.517908727316794	"Dactolisib"
"KCNK5"	1.00841205416048	0.0038503058004481	0.517908727316794	"Dactolisib"
"CNOT6"	0.300596641991777	0.00389713497782934	0.517908727316794	"Dactolisib"
"ZNF33A"	0.198089956405193	0.00419114722659096	0.533758190848419	"Dactolisib"
"PCLO"	1.23028935081531	0.00433193317232831	0.540154630129826	"Dactolisib"
"STMN3"	0.653004533863954	0.00445107219432805	0.541636495936305	"Dactolisib"
"PAGE5"	0.871528353227159	0.00455347047584874	0.545356737219827	"Dactolisib"
"STK40"	0.476682531035628	0.00472931442145519	0.545527404342526	"Dactolisib"
"GRAMD2B"	0.812023278126015	0.00475102967128704	0.545527404342526	"Dactolisib"
"DYNC2H1"	0.861446736505669	0.00510802034231437	0.553104498726655	"Dactolisib"
"TYW3"	0.227349086173946	0.0051961366236125	0.553104498726655	"Dactolisib"
"VHL"	0.375271323024725	0.00521373625604083	0.553104498726655	"Dactolisib"
"CLSTN1"	0.397926392866537	0.00560596604529706	0.561645295242908	"Dactolisib"
"YES1"	1.2594990606895	0.00562287323468481	0.561645295242908	"Dactolisib"
"SAMD4A"	0.535642961440199	0.0056242282780403	0.561645295242908	"Dactolisib"
"PLXNA1"	0.726192854587633	0.00578327828764974	0.561645295242908	"Dactolisib"
"TTC5"	0.298570316102346	0.00612995186781139	0.578285810798021	"Dactolisib"
"ERF"	0.359321019451926	0.00676488650870154	0.609969624294047	"Dactolisib"
"SLC7A2"	0.865767048671545	0.00678878951206803	0.609969624294047	"Dactolisib"
"MTMR2"	0.643588548709367	0.00684431950209298	0.609969624294047	"Dactolisib"
"MDM2"	0.790406294832934	0.00688480566034864	0.609969624294047	"Dactolisib"
"TTLL6"	0.689570883384848	0.00746459319105762	0.644268942608795	"Dactolisib"
"CUL7"	0.303828716963412	0.00752710249780572	0.644268942608795	"Dactolisib"
"SUGT1"	0.223934289875145	0.00779256638461887	0.652472558527987	"Dactolisib"
"SLC16A1"	0.380711211812207	0.00818777696145207	0.661572378485328	"Dactolisib"
"TACC1"	0.278098217405028	0.00901442440371197	0.686415433386998	"Dactolisib"
"KIAA1671"	0.91373285447695	0.009037253111519	0.686415433386998	"Dactolisib"
"NFIL3"	0.500135771971886	0.0090389359049971	0.686415433386998	"Dactolisib"
"ZNF462"	0.769640722028864	0.00913533162377433	0.686770579995781	"Dactolisib"
"CD109"	0.56238350350656	0.00922764847612352	0.686770579995781	"Dactolisib"
"DPH6"	0.439128059066123	0.00924760384944815	0.686770579995781	"Dactolisib"
"MSANTD2"	0.339563215366505	0.00942873415140055	0.690074021225692	"Dactolisib"
"AGAP3"	0.71939608972074	0.00962392054163918	0.699292068133495	"Dactolisib"
"RICTOR"	0.239330546656754	1.68702821224156e-05	0.0354107221749504	"Danusertib"
"NIPSNAP3B"	1.07277053539046	0.00016921971300242	0.202120529610798	"Danusertib"
"QPRT"	0.680905739013159	0.000173328705716739	0.202120529610798	"Danusertib"
"BRMS1"	0.25042275498612	0.00025273746275942	0.23480174661077	"Danusertib"
"TBC1D8B"	0.734378261078582	0.000321772907500612	0.23480174661077	"Danusertib"
"NLRP3"	0.72539214103202	0.000359553122696146	0.23480174661077	"Danusertib"
"TAF7"	0.332095000966832	0.000379283247848329	0.23480174661077	"Danusertib"
"SPIDR"	0.198656565463096	0.000393001601913613	0.23480174661077	"Danusertib"
"PRDM16"	0.879325481971334	0.000393122846365337	0.23480174661077	"Danusertib"
"CLIC1"	0.370726389178531	0.000393311092913556	0.23480174661077	"Danusertib"
"IL9R"	1.0375991453348	0.000406892127534196	0.23480174661077	"Danusertib"
"P2RX1"	0.837028816791121	0.000447454495685127	0.23480174661077	"Danusertib"
"FERMT3"	0.282219515643159	0.000473583524476017	0.235554459838368	"Danusertib"
"PLXDC2"	0.656103911306226	0.000562807602186676	0.235554459838368	"Danusertib"
"TMEM222"	0.318442713092403	0.000615056552295773	0.235554459838368	"Danusertib"
"ZNF654"	0.302630104874984	0.00062315834944651	0.235554459838368	"Danusertib"
"TRRAP"	0.143003899211871	0.000628444485514465	0.235554459838368	"Danusertib"
"ZNF579"	0.342579165169765	0.000689146218092104	0.249399639961263	"Danusertib"
"DAB1"	1.13709278755937	0.000829322107095496	0.251986401427607	"Danusertib"
"NCOA6"	0.311046281899532	0.000855594297454403	0.251986401427607	"Danusertib"
"SHANK1"	0.738735267764558	0.000869370963401201	0.251986401427607	"Danusertib"
"ZNF646"	0.226469790165107	0.000900889730358931	0.251986401427607	"Danusertib"
"MED13L"	0.36447328149564	0.000904940433387616	0.251986401427607	"Danusertib"
"MED7"	0.197436026316892	0.000968609149772117	0.251986401427607	"Danusertib"
"IFT52"	0.355938851532045	0.000998168797953902	0.251986401427607	"Danusertib"
"MPEG1"	1.2320031566981	0.001045379130612	0.251986401427607	"Danusertib"
"FRYL"	0.350908997309918	0.00104896269924562	0.251986401427607	"Danusertib"
"WT1"	1.63810269506706	0.00105242456338567	0.251986401427607	"Danusertib"
"SYT1"	0.570830426352713	0.00108342274951244	0.251986401427607	"Danusertib"
"PFKFB4"	0.405997914061295	0.00113044438513881	0.251986401427607	"Danusertib"
"MAPKAP1"	0.229358417454037	0.00115412984739361	0.251986401427607	"Danusertib"
"ITGB7"	0.722196197658571	0.0011543407094305	0.251986401427607	"Danusertib"
"CYBC1"	0.324543175537937	0.0012442457558281	0.25604625896894	"Danusertib"
"SAP130"	0.143198824623791	0.00139214680115697	0.270566308854489	"Danusertib"
"USF1"	0.150845832266042	0.00148341794210986	0.274572243915381	"Danusertib"
"NUDT12"	0.575177329461595	0.00150835008881826	0.274572243915381	"Danusertib"
"PML"	0.39753294319851	0.001566905074892	0.274572243915381	"Danusertib"
"DACH1"	1.2060098271095	0.0015909769468722	0.274572243915381	"Danusertib"
"BNC2"	0.965367141284545	0.00163545006025024	0.274572243915381	"Danusertib"
"NAGA"	0.569000057709882	0.00164821832936341	0.274572243915381	"Danusertib"
"RAB32"	0.910822904680043	0.00173261377681911	0.283655964214774	"Danusertib"
"CASC4"	0.18629059590892	0.00178382978924965	0.283655964214774	"Danusertib"
"ABHD17A"	0.322161789873502	0.00183379265938728	0.285287770296238	"Danusertib"
"CD248"	0.732413445495905	0.0018937044493423	0.287267621692237	"Danusertib"
"CARD8"	0.450544004087988	0.0019434017284563	0.287267621692237	"Danusertib"
"MYO1F"	0.876096071343601	0.00208564735586992	0.299847520545956	"Danusertib"
"SORBS2"	0.647954731266277	0.00217180425468886	0.305560121000694	"Danusertib"
"RHOBTB1"	1.72435956754315	0.0021836121081517	0.305560121000694	"Danusertib"
"ZSCAN2"	0.465420334403953	0.00227942464161325	0.308209822145033	"Danusertib"
"CD53"	0.311560353842936	0.00236455531476686	0.308209822145033	"Danusertib"
"PIR"	0.987455110561042	0.00238059569162572	0.308209822145033	"Danusertib"
"MTRES1"	0.256226504377047	0.00241312551787311	0.308209822145033	"Danusertib"
"NKD2"	0.810188334307949	0.00248967938174793	0.308209822145033	"Danusertib"
"GALNS"	0.362202339902994	0.00251005023608335	0.308209822145033	"Danusertib"
"TBC1D1"	0.368371097189385	0.00254869884081721	0.308209822145033	"Danusertib"
"DPP7"	0.328466121687881	0.00263636161418252	0.314416081145972	"Danusertib"
"FLI1"	0.51123938457142	0.00273904867827057	0.322992313241007	"Danusertib"
"ZSWIM8"	0.261688214791167	0.00306168632548495	0.337251962801239	"Danusertib"
"RAB38"	0.432967210310669	0.00320567369932608	0.339833792670981	"Danusertib"
"ADARB1"	0.723402584948884	0.00327269588585831	0.34346943322083	"Danusertib"
"GC"	0.427217034251909	0.00333482119487618	0.345480910612798	"Danusertib"
"RHEX"	1.38418572360969	0.00354167416243104	0.355833445615296	"Danusertib"
"CDK19"	0.504078179926781	0.00354876775794355	0.355833445615296	"Danusertib"
"DYNLL2"	0.282893339179471	0.00361567875747488	0.357210582936828	"Danusertib"
"MED24"	0.171319621537083	0.0036418801690558	0.357210582936828	"Danusertib"
"EPHB3"	0.894520113910792	0.00378686859253433	0.357555759300505	"Danusertib"
"LYST"	0.522906738763325	0.00382972259597169	0.357555759300505	"Danusertib"
"LNX2"	0.179207442082316	0.00390715403603518	0.357555759300505	"Danusertib"
"MPP7"	0.845298911922008	0.00390910035517231	0.357555759300505	"Danusertib"
"KIF13B"	0.436688409809864	0.00391795257928137	0.357555759300505	"Danusertib"
"PPARD"	0.376925515284638	0.00403001481224989	0.364612115987609	"Danusertib"
"FUNDC2"	0.230396764975889	0.00416241068535817	0.373371796092598	"Danusertib"
"GPX1"	0.680543318673575	0.00421602927733154	0.374363469186318	"Danusertib"
"SH2D4A"	1.37383854059566	0.00437485935233606	0.377687109522102	"Danusertib"
"PTPRA"	0.288230961250774	0.00439045520359185	0.377687109522102	"Danusertib"
"KMT2D"	0.444804825344215	0.00483110901331872	0.401787591034455	"Danusertib"
"USP43"	0.609771286634931	0.00493848873449478	0.401787591034455	"Danusertib"
"PGGHG"	0.374703985109674	0.00496228910779296	0.401787591034455	"Danusertib"
"GLDC"	1.64507034092136	0.00497164811038392	0.401787591034455	"Danusertib"
"RING1"	0.243114052038025	0.0050547551429154	0.401787591034455	"Danusertib"
"SINHCAF"	0.167943565186723	0.00519444496683936	0.401787591034455	"Danusertib"
"KCNA3"	0.921720843358227	0.00519953500091224	0.401787591034455	"Danusertib"
"RGL2"	0.472038371902174	0.0052324567779566	0.401787591034455	"Danusertib"
"NQO1"	0.587099260498967	0.00534374133837208	0.406395401059529	"Danusertib"
"CALHM2"	0.62745360224012	0.00562137831329682	0.414974384794361	"Danusertib"
"LAMP5"	1.44877470279533	0.00563518394429588	0.414974384794361	"Danusertib"
"SIN3A"	0.188696442690866	0.0057856295092973	0.414974384794361	"Danusertib"
"SLC7A3"	0.989227905882518	0.00578619817352881	0.414974384794361	"Danusertib"
"STRA6"	1.11118957932094	0.00579416159762227	0.414974384794361	"Danusertib"
"NLGN1"	1.75954662744592	0.00583630833257823	0.414974384794361	"Danusertib"
"ADGRE5"	0.539393853717686	0.00585194939967274	0.414974384794361	"Danusertib"
"ZNF567"	0.354424255700617	0.00589885333681187	0.41549305885799	"Danusertib"
"ZNF260"	0.295423441341862	0.00632678490329732	0.425786930950615	"Danusertib"
"CPT1A"	0.436106785594233	0.00660649437627146	0.43486410623225	"Danusertib"
"SLC25A40"	0.30914373270902	0.00667109300651665	0.43486410623225	"Danusertib"
"SPIN1"	0.326589316594454	0.00692627187827982	0.447724202675831	"Danusertib"
"JMJD7"	0.570657184293755	0.00706589737359563	0.452174347170037	"Danusertib"
"APOBR"	0.639214410264293	0.00713691582189724	0.453951100307949	"Danusertib"
"AQP3"	0.416016093115647	0.0072167919907066	0.456042793313495	"Danusertib"
"CYTH4"	0.797102188395063	0.00746148598149982	0.461602110971015	"Danusertib"
"EHBP1L1"	0.473380440343707	0.00749631656112656	0.461602110971015	"Danusertib"
"PBX2"	0.268960139612969	0.00753873340869828	0.461602110971015	"Danusertib"
"CHSY1"	0.265901030194922	0.00756508462001092	0.461602110971015	"Danusertib"
"CPQ"	0.63039214932842	0.00769855989687581	0.465202934321409	"Danusertib"
"JAK3"	0.413160593181231	0.00775518273770563	0.465202934321409	"Danusertib"
"ZNF84"	0.304907679864821	0.00780140223349862	0.465202934321409	"Danusertib"
"UNC13D"	0.490385222691363	0.00799980531153944	0.467534347126319	"Danusertib"
"AC004151.1"	0.395744819554766	0.00812046804689501	0.467534347126319	"Danusertib"
"SH2D4B"	1.02579423510073	0.00838481858715092	0.467534347126319	"Danusertib"
"BCL9L"	0.382298617780202	0.00843972295650082	0.467534347126319	"Danusertib"
"SULT1E1"	0.572518205406306	0.00844611709745857	0.467534347126319	"Danusertib"
"CEP89"	0.160267595039398	0.00861647420839084	0.470989045922197	"Danusertib"
"BMF"	0.994586846535327	0.00876864780714912	0.476353610818908	"Danusertib"
"LILRB4"	1.13546630116924	0.00890282825008143	0.47671011471737	"Danusertib"
"SULT1A1"	0.570497932469164	0.00904652707365747	0.479511624434521	"Danusertib"
"HDAC3"	0.147920511715538	0.0096269671096495	0.495214470823467	"Danusertib"
"RUFY2"	0.195867557803775	0.00966970849009826	0.495214470823467	"Danusertib"
"UNK"	0.248664382246958	0.0096745473790089	0.495214470823467	"Danusertib"
"TENM3"	0.856316345347287	0.00973509812218478	0.495214470823467	"Danusertib"
"CNTRL"	0.245039753796624	0.00979527563194797	0.495214470823467	"Danusertib"
"SNCB"	1.01593755193388	0.00987215643023348	0.495230133556674	"Danusertib"
"ADAM10"	0.404566309192469	0.00998034541613561	0.495230133556674	"Danusertib"
"MYH10"	0.596964908470021	0.000143686450719049	0.993702628649246	"Dasatinib"
"CARHSP1"	0.295787429136971	0.000484895910974434	0.993702628649246	"Dasatinib"
"PHF20L1"	0.242838779519933	0.00114214612870258	0.993702628649246	"Dasatinib"
"ANKS1A"	0.148475800084208	0.00171912690561953	0.993702628649246	"Dasatinib"
"TTYH3"	0.720597268275698	0.00181040801350697	0.993702628649246	"Dasatinib"
"PLPP5"	0.623554659645249	0.00199775928565095	0.993702628649246	"Dasatinib"
"ZNF44"	0.737437516917572	0.00215235860028658	0.993702628649246	"Dasatinib"
"JARID2"	0.481434497523587	0.00220675347533263	0.993702628649246	"Dasatinib"
"CNGA1"	0.359422497625198	0.00249384694883946	0.993702628649246	"Dasatinib"
"NKD2"	0.70449068655726	0.00308169684904546	0.993702628649246	"Dasatinib"
"RAB11B"	0.25956107157722	0.00324433329428251	0.993702628649246	"Dasatinib"
"PTGFRN"	1.43197584045714	0.00338202797839317	0.993702628649246	"Dasatinib"
"CDT1"	0.35420185563426	0.00345426574863315	0.993702628649246	"Dasatinib"
"SPTAN1"	0.343153396174061	0.00358776569738352	0.993702628649246	"Dasatinib"
"VDAC3"	0.22717756949309	0.00388557689387437	0.993702628649246	"Dasatinib"
"CCDC174"	0.149250549863364	0.00488797811491651	0.993702628649246	"Dasatinib"
"IKZF4"	0.748105640448688	0.0050521593874753	0.993702628649246	"Dasatinib"
"NUDT16L1"	0.165822895725475	0.00519243738996563	0.993702628649246	"Dasatinib"
"ANO8"	0.315932769868446	0.00528648843586943	0.993702628649246	"Dasatinib"
"IKZF2"	0.606663233857555	0.0054447174085338	0.993702628649246	"Dasatinib"
"CACNB3"	0.387936135246661	0.00557041425727297	0.993702628649246	"Dasatinib"
"ACTR3C"	0.635399372597993	0.00563038548062557	0.993702628649246	"Dasatinib"
"ZNF362"	0.316109194734112	0.00615393707249766	0.993702628649246	"Dasatinib"
"ZNF319"	0.175187115933462	0.00637189217612009	0.993702628649246	"Dasatinib"
"C3orf38"	0.251399829071118	0.00647346239628086	0.993702628649246	"Dasatinib"
"PLEKHA8"	0.566523470073069	0.00659378257534027	0.993702628649246	"Dasatinib"
"SOX4"	0.338705026529231	0.00665502355146433	0.993702628649246	"Dasatinib"
"GLT8D1"	0.395718532636407	0.00677230328505939	0.993702628649246	"Dasatinib"
"SLC39A1"	0.352793700263792	0.00677459058650374	0.993702628649246	"Dasatinib"
"PBRM1"	0.147402465895136	0.00709296300457906	0.993702628649246	"Dasatinib"
"ZNF827"	0.45073467178662	0.00813444666839755	0.993702628649246	"Dasatinib"
"ZNF140"	0.385447899192784	0.00827375510278494	0.993702628649246	"Dasatinib"
"ADAMTS2"	0.308713339487203	0.00835578341034327	0.993702628649246	"Dasatinib"
"VAMP3"	0.197283037345519	0.00887857735728485	0.993702628649246	"Dasatinib"
"CD2BP2"	0.173700332160567	0.00928553238281853	0.993702628649246	"Dasatinib"
"FJX1"	0.362234668664677	0.00973289058335025	0.993702628649246	"Dasatinib"
"VPS41"	0.236763235433245	0.0097528882639469	0.993702628649246	"Dasatinib"
"GFOD2"	0.214687979236532	0.00992688497061368	0.993702628649246	"Dasatinib"
"RICTOR"	0.327033837412274	7.90308562388675e-06	0.0428584333383378	"Daunorubicin"
"MAPKAP1"	0.389105056103971	3.27240345670646e-05	0.118308292971461	"Daunorubicin"
"TAF5L"	0.202470415697889	6.54672853486155e-05	0.170055774511324	"Daunorubicin"
"MYL6"	0.430287066491541	0.000102547312947292	0.170055774511324	"Daunorubicin"
"MYO1D"	1.02719041942653	0.000124932668345944	0.170055774511324	"Daunorubicin"
"NPTN"	0.377201157390041	0.000268447444581527	0.170055774511324	"Daunorubicin"
"CEMIP2"	0.881468360049009	0.000299234697404566	0.170055774511324	"Daunorubicin"
"PLXDC2"	0.805051610295678	0.000354854859463332	0.170055774511324	"Daunorubicin"
"FLI1"	0.829360606967967	0.00035543018005926	0.170055774511324	"Daunorubicin"
"HSPB11"	0.203734984512187	0.000372778990764744	0.170055774511324	"Daunorubicin"
"DLG4"	0.508637356710179	0.00042466889143709	0.170055774511324	"Daunorubicin"
"CDH1"	0.393613074406132	0.000430695270656116	0.170055774511324	"Daunorubicin"
"ACADVL"	0.62529881652612	0.00046332011505876	0.170055774511324	"Daunorubicin"
"NCALD"	0.908643358520412	0.000520613475777278	0.170055774511324	"Daunorubicin"
"MYL9"	0.409311826089204	0.00056529224899875	0.170055774511324	"Daunorubicin"
"SPTAN1"	0.587592667219182	0.00061964467966737	0.170055774511324	"Daunorubicin"
"SUPT20H"	0.157264846639243	0.000686890297491733	0.170055774511324	"Daunorubicin"
"MYH9"	0.443872470692858	0.000719944522200967	0.170055774511324	"Daunorubicin"
"PHLDB2"	1.28359690222904	0.000743195004652193	0.170055774511324	"Daunorubicin"
"MPP7"	1.33859770784845	0.000780904066039517	0.170055774511324	"Daunorubicin"
"LGALS9"	0.869953036608527	0.000787012454786358	0.170055774511324	"Daunorubicin"
"EPM2AIP1"	0.723593770289357	0.000828075904726251	0.172717524281941	"Daunorubicin"
"GNLY"	1.15042541549834	0.000916864764339042	0.173524687609958	"Daunorubicin"
"GRK6"	0.352030411533966	0.00093487340943686	0.173524687609958	"Daunorubicin"
"ALDH9A1"	0.355777579176867	0.00101542154681771	0.180038463894803	"Daunorubicin"
"CD84"	1.54995958361428	0.00104141842629785	0.180038463894803	"Daunorubicin"
"SPIN1"	0.381716332794446	0.00112488709019233	0.183685420661711	"Daunorubicin"
"GNAI2"	0.385968768211056	0.00113623412199705	0.183685420661711	"Daunorubicin"
"DOCK10"	0.72381802181875	0.00127096030587506	0.183685420661711	"Daunorubicin"
"PRR5L"	1.63382972664859	0.00130557915990516	0.183685420661711	"Daunorubicin"
"CC2D1B"	0.261935286863719	0.00136639384552787	0.183685420661711	"Daunorubicin"
"RHOBTB1"	1.90824408924428	0.00137179781242842	0.183685420661711	"Daunorubicin"
"HEXB"	0.558152147213151	0.00147260604243276	0.187595808305025	"Daunorubicin"
"ATRN"	0.697712730036435	0.00149137097905336	0.187595808305025	"Daunorubicin"
"FAT1"	1.22556978631795	0.00164346208633147	0.188813616462404	"Daunorubicin"
"TTF1"	0.383433329595791	0.00168525869002022	0.188813616462404	"Daunorubicin"
"ATP2B4"	0.605107841121066	0.00181847664896629	0.188813616462404	"Daunorubicin"
"ZNF445"	0.477288922301318	0.00184388398479722	0.188813616462404	"Daunorubicin"
"NLRP3"	0.933492723704913	0.00184994078061846	0.188813616462404	"Daunorubicin"
"ZNF865"	0.18142321006838	0.00191511561302877	0.188813616462404	"Daunorubicin"
"GZMA"	1.26943432806441	0.0019673399195748	0.188813616462404	"Daunorubicin"
"KCNA3"	1.22323057886499	0.00200094830507637	0.188813616462404	"Daunorubicin"
"INKA1"	0.526626082012168	0.00205091062840891	0.188813616462404	"Daunorubicin"
"EID1"	0.478602782095311	0.00210497306572192	0.188813616462404	"Daunorubicin"
"ZSWIM8"	0.261020897575708	0.0021225665548206	0.188813616462404	"Daunorubicin"
"ERAP1"	0.436341893937618	0.00221574448913588	0.188813616462404	"Daunorubicin"
"PPP1R14A"	4.35564759418868	0.00229410268204153	0.188813616462404	"Daunorubicin"
"ZNF319"	0.230632342919604	0.00229793448027267	0.188813616462404	"Daunorubicin"
"RNF167"	0.601471476187479	0.00242206246462523	0.191374111705792	"Daunorubicin"
"BACH2"	0.859000084357393	0.00248080242776018	0.19219130808205	"Daunorubicin"
"ZNF114"	0.78904441450675	0.00266726206107534	0.200896696627938	"Daunorubicin"
"EP400"	0.178337251349139	0.00273424131142672	0.201738648052614	"Daunorubicin"
"MYH14"	0.41837888897092	0.00279695647472127	0.203595905535751	"Daunorubicin"
"PHACTR3"	1.50053090826091	0.00283577004107312	0.204590048493438	"Daunorubicin"
"WDR37"	0.365242954941168	0.00286884473690432	0.204590048493438	"Daunorubicin"
"ZNF354C"	0.916947631540837	0.002904929694633	0.204590048493438	"Daunorubicin"
"BRPF1"	0.322381396187238	0.00303223624984672	0.205823799823791	"Daunorubicin"
"RUNX1"	0.40669640550764	0.003032786080204	0.205823799823791	"Daunorubicin"
